Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
2022Q1,S08000020,S08000020,NA,Urological,NA,162,NA,151,NA
2022Q1,S08000020,S08000024,NA,Upper GI,NA,1,NA,1,NA
2022Q1,S08000020,S08000024,NA,Urological,NA,1,NA,1,NA
2022Q1,S08000020,S08000030,NA,Upper GI,NA,1,NA,1,NA
2022Q1,S08000020,S08000031,NA,Breast,NA,1,NA,0,NA
2022Q1,S08000020,SB0801,NA,Colorectal,NA,1,NA,0,NA
2022Q1,S08000022,S08000020,NA,Ovarian,NA,2,NA,2,NA
2022Q1,S08000022,S08000020,NA,Urological,NA,7,NA,7,NA
2022Q1,S08000022,S08000022,NA,Breast,NA,70,NA,53,NA
2022Q1,S08000022,S08000022,NA,Cervical,NA,4,NA,4,NA
2022Q1,S08000022,S08000022,NA,Colorectal,NA,49,NA,48,NA
2022Q1,S08000022,S08000022,NA,Head & Neck,NA,12,NA,12,NA
2022Q1,S08000022,S08000022,NA,Lung,NA,38,NA,38,NA
2022Q1,S08000022,S08000022,NA,Lymphoma,NA,16,NA,16,NA
2022Q1,S08000022,S08000022,NA,Melanoma,NA,21,NA,19,NA
2022Q1,S08000022,S08000022,NA,Ovarian,NA,1,NA,1,NA
2022Q1,S08000022,S08000022,NA,Upper GI,NA,25,NA,25,NA
2022Q1,S08000022,S08000022,NA,Urological,NA,79,NA,76,NA
2022Q1,S08000022,S08000024,NA,Urological,NA,1,NA,1,NA
2022Q1,S08000022,S08000030,NA,Head & Neck,NA,3,NA,1,NA
2022Q1,S08000022,S08000031,NA,Colorectal,NA,3,NA,3,NA
2022Q1,S08000022,S08000031,NA,Lymphoma,NA,2,NA,2,NA
2022Q1,S08000022,S08000031,NA,Melanoma,NA,2,NA,2,NA
2022Q1,S08000022,S08000031,NA,Upper GI,NA,3,NA,3,NA
2022Q1,S08000022,SB0801,NA,Lung,NA,8,NA,8,NA
2022Q1,S08000024,S08000019,NA,Breast,NA,5,NA,5,NA
2022Q1,S08000024,S08000024,NA,Breast,NA,206,NA,205,NA
2022Q1,S08000024,S08000024,NA,Cervical,NA,12,NA,7,NA
2022Q1,S08000024,S08000024,NA,Colorectal,NA,110,NA,100,NA
2022Q1,S08000024,S08000024,NA,Head & Neck,NA,38,NA,38,NA
2022Q1,S08000024,S08000024,NA,Lung,NA,142,NA,141,NA
2022Q1,S08000024,S08000024,NA,Lymphoma,NA,34,NA,34,NA
2022Q1,S08000024,S08000024,NA,Melanoma,NA,47,NA,47,NA
2022Q1,S08000024,S08000024,NA,Ovarian,NA,9,NA,7,NA
2022Q1,S08000024,S08000024,NA,Upper GI,NA,100,NA,100,NA
2022Q1,S08000024,S08000024,NA,Urological,NA,224,NA,213,NA
2022Q1,S08000024,S08000029,NA,Breast,NA,1,NA,1,NA
2022Q1,S08000025,S08000020,NA,Colorectal,NA,1,NA,1,NA
2022Q1,S08000025,S08000020,NA,Melanoma,NA,1,NA,1,NA
2022Q1,S08000025,S08000020,NA,Urological,NA,2,NA,1,NA
2022Q1,S08000025,S08000025,NA,Colorectal,NA,2,NA,2,NA
2022Q1,S08000025,S08000025,NA,Lung,NA,3,NA,3,NA
2022Q1,S08000025,S08000025,NA,Ovarian,NA,1,NA,1,NA
2022Q1,S08000025,S08000025,NA,Upper GI,NA,2,NA,2,NA
2022Q1,S08000025,S08000025,NA,Urological,NA,2,NA,2,NA
2022Q1,S08000026,S08000020,NA,Breast,NA,1,NA,1,NA
2022Q1,S08000026,S08000020,NA,Colorectal,NA,1,NA,1,NA
2022Q1,S08000026,S08000020,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000026,S08000020,NA,Lymphoma,NA,2,NA,2,NA
2022Q1,S08000026,S08000020,NA,Melanoma,NA,1,NA,1,NA
2022Q1,S08000026,S08000020,NA,Urological,NA,3,NA,1,NA
2022Q1,S08000026,S08000024,NA,Upper GI,NA,1,NA,1,NA
2022Q1,S08000026,S08000026,NA,Breast,NA,2,NA,2,NA
2022Q1,S08000026,S08000026,NA,Colorectal,NA,3,NA,3,NA
2022Q1,S08000026,S08000026,NA,Lung,NA,3,NA,3,NA
2022Q1,S08000026,S08000026,NA,Lymphoma,NA,1,NA,1,NA
2022Q1,S08000026,S08000026,NA,Melanoma,NA,2,NA,2,NA
2022Q1,S08000026,S08000026,NA,Upper GI,NA,2,NA,2,NA
2022Q1,S08000026,S08000026,NA,Urological,NA,4,NA,4,NA
2022Q1,S08000028,S08000020,NA,Urological,NA,2,NA,2,NA
2022Q1,S08000028,S08000022,NA,Colorectal,NA,5,NA,5,NA
2022Q1,S08000028,S08000022,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000028,S08000022,NA,Upper GI,NA,2,NA,2,NA
2022Q1,S08000028,S08000022,NA,Urological,NA,11,NA,11,NA
2022Q1,S08000028,S08000028,NA,Colorectal,NA,2,NA,2,NA
2022Q1,S08000028,S08000028,NA,Lung,NA,5,NA,5,NA
2022Q1,S08000028,S08000028,NA,Melanoma,NA,1,NA,1,NA
2022Q1,S08000028,S08000028,NA,Ovarian,NA,1,NA,1,NA
2022Q1,S08000028,S08000028,NA,Upper GI,NA,2,NA,2,NA
2022Q1,S08000028,S08000028,NA,Urological,NA,6,NA,6,NA
2022Q1,S08000028,S08000031,NA,Cervical,NA,1,NA,1,NA
2022Q1,S08000028,S08000031,NA,Colorectal,NA,1,NA,1,NA
2022Q1,S08000028,S08000031,NA,Ovarian,NA,1,NA,0,NA
2022Q1,S08000028,SB0801,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000029,S08000024,NA,Breast,NA,1,NA,1,NA
2022Q1,S08000029,S08000024,NA,Cervical,NA,4,NA,3,NA
2022Q1,S08000029,S08000024,NA,Colorectal,NA,6,NA,5,NA
2022Q1,S08000029,S08000024,NA,Head & Neck,NA,5,NA,5,NA
2022Q1,S08000029,S08000024,NA,Lung,NA,26,NA,25,NA
2022Q1,S08000029,S08000024,NA,Lymphoma,NA,1,NA,1,NA
2022Q1,S08000029,S08000024,NA,Upper GI,NA,12,NA,11,NA
2022Q1,S08000029,S08000024,NA,Urological,NA,10,NA,10,NA
2022Q1,S08000029,S08000029,NA,Breast,NA,50,NA,50,NA
2022Q1,S08000029,S08000029,NA,Cervical,NA,1,NA,1,NA
2022Q1,S08000029,S08000029,NA,Colorectal,NA,42,NA,42,NA
2022Q1,S08000029,S08000029,NA,Head & Neck,NA,2,NA,2,NA
2022Q1,S08000029,S08000029,NA,Lung,NA,43,NA,43,NA
2022Q1,S08000029,S08000029,NA,Lymphoma,NA,20,NA,20,NA
2022Q1,S08000029,S08000029,NA,Melanoma,NA,15,NA,15,NA
2022Q1,S08000029,S08000029,NA,Ovarian,NA,5,NA,5,NA
2022Q1,S08000029,S08000029,NA,Upper GI,NA,26,NA,26,NA
2022Q1,S08000029,S08000029,NA,Urological,NA,105,NA,100,NA
2022Q1,S08000029,S08000030,NA,Head & Neck,NA,3,NA,1,NA
2022Q1,S08000029,S08000030,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000030,S08000020,NA,Breast,NA,1,NA,1,NA
2022Q1,S08000030,S08000020,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000030,S08000020,NA,Upper GI,NA,1,NA,1,NA
2022Q1,S08000030,S08000024,NA,Lung,NA,7,NA,7,NA
2022Q1,S08000030,S08000029,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000030,S08000030,NA,Breast,NA,123,NA,119,NA
2022Q1,S08000030,S08000030,NA,Cervical,NA,6,NA,5,NA
2022Q1,S08000030,S08000030,NA,Colorectal,NA,67,NA,66,NA
2022Q1,S08000030,S08000030,NA,Head & Neck,NA,22,NA,19,NA
2022Q1,S08000030,S08000030,NA,Lung,NA,82,NA,80,NA
2022Q1,S08000030,S08000030,NA,Lymphoma,NA,18,NA,18,NA
2022Q1,S08000030,S08000030,NA,Melanoma,NA,24,NA,20,NA
2022Q1,S08000030,S08000030,NA,Ovarian,NA,5,NA,5,NA
2022Q1,S08000030,S08000030,NA,Upper GI,NA,43,NA,42,NA
2022Q1,S08000030,S08000030,NA,Urological,NA,109,NA,109,NA
2022Q1,S08000030,S08000031,NA,Colorectal,NA,3,NA,3,NA
2022Q1,S08000031,S08000015,NA,Urological,NA,1,NA,1,NA
2022Q1,S08000031,S08000024,NA,Lung,NA,1,NA,1,NA
2022Q1,S08000031,S08000031,NA,Breast,NA,360,NA,350,NA
2022Q1,S08000031,S08000031,NA,Cervical,NA,5,NA,4,NA
2022Q1,S08000031,S08000031,NA,Colorectal,NA,215,NA,208,NA
2022Q1,S08000031,S08000031,NA,Head & Neck,NA,80,NA,78,NA
2022Q1,S08000031,S08000031,NA,Lung,NA,244,NA,242,NA
2022Q1,S08000031,S08000031,NA,Lymphoma,NA,34,NA,33,NA
2022Q1,S08000031,S08000031,NA,Melanoma,NA,77,NA,77,NA
2022Q1,S08000031,S08000031,NA,Ovarian,NA,24,NA,24,NA
2022Q1,S08000031,S08000031,NA,Upper GI,NA,147,NA,147,NA
2022Q1,S08000031,S08000031,NA,Urological,NA,359,NA,350,NA
2022Q1,S08000031,S08000032,NA,Breast,NA,45,NA,34,NA
2022Q1,S08000031,SB0801,NA,Lung,NA,41,NA,41,NA
2022Q1,S08000032,S08000024,NA,Colorectal,NA,1,NA,1,NA
2022Q1,S08000032,S08000024,NA,Head & Neck,NA,1,NA,1,NA
2022Q1,S08000032,S08000031,NA,Cervical,NA,10,NA,9,NA
2022Q1,S08000032,S08000031,NA,Colorectal,NA,7,NA,3,NA
2022Q1,S08000032,S08000031,NA,Head & Neck,NA,5,NA,5,NA
2022Q1,S08000032,S08000031,NA,Lung,NA,18,NA,17,NA
2022Q1,S08000032,S08000031,NA,Lymphoma,NA,2,NA,2,NA
2022Q1,S08000032,S08000031,NA,Melanoma,NA,1,NA,1,NA
2022Q1,S08000032,S08000031,NA,Ovarian,NA,6,NA,6,NA
2022Q1,S08000032,S08000031,NA,Upper GI,NA,15,NA,14,NA
2022Q1,S08000032,S08000031,NA,Urological,NA,21,NA,21,NA
2022Q1,S08000032,S08000032,NA,Breast,NA,92,NA,83,NA
2022Q1,S08000032,S08000032,NA,Cervical,NA,4,NA,4,NA
2022Q1,S08000032,S08000032,NA,Colorectal,NA,83,NA,80,NA
2022Q1,S08000032,S08000032,NA,Head & Neck,NA,6,NA,6,NA
2022Q1,S08000032,S08000032,NA,Lung,NA,80,NA,80,NA
2022Q1,S08000032,S08000032,NA,Lymphoma,NA,16,NA,16,NA
2022Q1,S08000032,S08000032,NA,Melanoma,NA,27,NA,27,NA
2022Q1,S08000032,S08000032,NA,Ovarian,NA,3,NA,3,NA
2022Q1,S08000032,S08000032,NA,Upper GI,NA,49,NA,49,NA
2022Q1,S08000032,S08000032,NA,Urological,NA,72,NA,68,NA
2022Q1,S08000032,SB0801,NA,Lung,NA,17,NA,17,NA
2022Q1,S08000015,S92000003,d,Breast,NA,102,NA,97,NA
2022Q1,S08000015,S92000003,d,Cervical,NA,5,NA,3,NA
2022Q1,S08000015,S92000003,d,Colorectal,NA,59,NA,57,NA
2022Q1,S08000015,S92000003,d,Head & Neck,NA,27,NA,26,NA
2022Q1,S08000015,S92000003,d,Lung,NA,27,NA,27,NA
2022Q1,S08000015,S92000003,d,Lymphoma,NA,11,NA,11,NA
2022Q1,S08000015,S92000003,d,Melanoma,NA,19,NA,19,NA
2022Q1,S08000015,S92000003,d,Ovarian,NA,7,NA,7,NA
2022Q1,S08000015,S92000003,d,Upper GI,NA,39,NA,39,NA
2022Q1,S08000015,S92000003,d,Urological,NA,21,NA,21,NA
2022Q1,S08000016,S92000003,d,Breast,NA,22,NA,22,NA
2022Q1,S08000016,S92000003,d,Colorectal,NA,13,NA,13,NA
2022Q1,S08000016,S92000003,d,Head & Neck,NA,3,NA,3,NA
2022Q1,S08000016,S92000003,d,Lung,NA,18,NA,18,NA
2022Q1,S08000016,S92000003,d,Lymphoma,NA,4,NA,4,NA
2022Q1,S08000016,S92000003,d,Melanoma,NA,4,NA,4,NA
2022Q1,S08000016,S92000003,d,Ovarian,NA,3,NA,3,NA
2022Q1,S08000016,S92000003,d,Upper GI,NA,2,NA,2,NA
2022Q1,S08000016,S92000003,d,Urological,NA,14,NA,14,NA
2022Q1,S08000017,S92000003,d,Breast,NA,28,NA,28,NA
2022Q1,S08000017,S92000003,d,Cervical,NA,2,NA,2,NA
2022Q1,S08000017,S92000003,d,Colorectal,NA,29,NA,27,NA
2022Q1,S08000017,S92000003,d,Head & Neck,NA,8,NA,8,NA
2022Q1,S08000017,S92000003,d,Lung,NA,31,NA,31,NA
2022Q1,S08000017,S92000003,d,Lymphoma,NA,6,NA,6,NA
2022Q1,S08000017,S92000003,d,Melanoma,NA,8,NA,8,NA
2022Q1,S08000017,S92000003,d,Upper GI,NA,25,NA,25,NA
2022Q1,S08000017,S92000003,d,Urological,NA,54,NA,52,NA
2022Q1,S08000019,S92000003,d,Breast,NA,49,NA,49,NA
2022Q1,S08000019,S92000003,d,Cervical,NA,1,NA,1,NA
2022Q1,S08000019,S92000003,d,Colorectal,NA,65,NA,63,NA
2022Q1,S08000019,S92000003,d,Head & Neck,NA,19,NA,18,NA
2022Q1,S08000019,S92000003,d,Lung,NA,56,NA,53,NA
2022Q1,S08000019,S92000003,d,Lymphoma,NA,16,NA,15,NA
2022Q1,S08000019,S92000003,d,Melanoma,NA,21,NA,21,NA
2022Q1,S08000019,S92000003,d,Ovarian,NA,3,NA,3,NA
2022Q1,S08000019,S92000003,d,Upper GI,NA,41,NA,41,NA
2022Q1,S08000019,S92000003,d,Urological,NA,99,NA,97,NA
2022Q1,S08000020,S92000003,d,Breast,NA,132,NA,102,NA
2022Q1,S08000020,S92000003,d,Cervical,NA,5,NA,4,NA
2022Q1,S08000020,S92000003,d,Colorectal,NA,83,NA,80,NA
2022Q1,S08000020,S92000003,d,Head & Neck,NA,21,NA,21,NA
2022Q1,S08000020,S92000003,d,Lung,NA,97,NA,97,NA
2022Q1,S08000020,S92000003,d,Lymphoma,NA,25,NA,25,NA
2022Q1,S08000020,S92000003,d,Melanoma,NA,28,NA,28,NA
2022Q1,S08000020,S92000003,d,Ovarian,NA,8,NA,8,NA
2022Q1,S08000020,S92000003,d,Upper GI,NA,56,NA,56,NA
2022Q1,S08000020,S92000003,d,Urological,NA,163,NA,152,NA
2022Q1,S08000022,S92000003,d,Breast,NA,70,NA,53,NA
2022Q1,S08000022,S92000003,d,Cervical,NA,4,NA,4,NA
2022Q1,S08000022,S92000003,d,Colorectal,NA,52,NA,51,NA
2022Q1,S08000022,S92000003,d,Head & Neck,NA,15,NA,13,NA
2022Q1,S08000022,S92000003,d,Lung,NA,46,NA,46,NA
2022Q1,S08000022,S92000003,d,Lymphoma,NA,18,NA,18,NA
2022Q1,S08000022,S92000003,d,Melanoma,NA,23,NA,21,NA
2022Q1,S08000022,S92000003,d,Ovarian,NA,3,NA,3,NA
2022Q1,S08000022,S92000003,d,Upper GI,NA,28,NA,28,NA
2022Q1,S08000022,S92000003,d,Urological,NA,87,NA,84,NA
2022Q1,S08000024,S92000003,d,Breast,NA,212,NA,211,NA
2022Q1,S08000024,S92000003,d,Cervical,NA,12,NA,7,NA
2022Q1,S08000024,S92000003,d,Colorectal,NA,110,NA,100,NA
2022Q1,S08000024,S92000003,d,Head & Neck,NA,38,NA,38,NA
2022Q1,S08000024,S92000003,d,Lung,NA,142,NA,141,NA
2022Q1,S08000024,S92000003,d,Lymphoma,NA,34,NA,34,NA
2022Q1,S08000024,S92000003,d,Melanoma,NA,47,NA,47,NA
2022Q1,S08000024,S92000003,d,Ovarian,NA,9,NA,7,NA
2022Q1,S08000024,S92000003,d,Upper GI,NA,100,NA,100,NA
2022Q1,S08000024,S92000003,d,Urological,NA,224,NA,213,NA
2022Q1,S08000025,S92000003,d,Colorectal,NA,3,NA,3,NA
2022Q1,S08000025,S92000003,d,Lung,NA,3,NA,3,NA
2022Q1,S08000025,S92000003,d,Melanoma,NA,1,NA,1,NA
2022Q1,S08000025,S92000003,d,Ovarian,NA,1,NA,1,NA
2022Q1,S08000025,S92000003,d,Upper GI,NA,2,NA,2,NA
2022Q1,S08000025,S92000003,d,Urological,NA,4,NA,3,NA
2022Q1,S08000026,S92000003,d,Breast,NA,3,NA,3,NA
2022Q1,S08000026,S92000003,d,Colorectal,NA,4,NA,4,NA
2022Q1,S08000026,S92000003,d,Lung,NA,4,NA,4,NA
2022Q1,S08000026,S92000003,d,Lymphoma,NA,3,NA,3,NA
2022Q1,S08000026,S92000003,d,Melanoma,NA,3,NA,3,NA
2022Q1,S08000026,S92000003,d,Upper GI,NA,3,NA,3,NA
2022Q1,S08000026,S92000003,d,Urological,NA,7,NA,5,NA
2022Q1,S08000028,S92000003,d,Cervical,NA,1,NA,1,NA
2022Q1,S08000028,S92000003,d,Colorectal,NA,8,NA,8,NA
2022Q1,S08000028,S92000003,d,Lung,NA,7,NA,7,NA
2022Q1,S08000028,S92000003,d,Melanoma,NA,1,NA,1,NA
2022Q1,S08000028,S92000003,d,Ovarian,NA,2,NA,1,NA
2022Q1,S08000028,S92000003,d,Upper GI,NA,4,NA,4,NA
2022Q1,S08000028,S92000003,d,Urological,NA,19,NA,19,NA
2022Q1,S08000029,S92000003,d,Breast,NA,51,NA,51,NA
2022Q1,S08000029,S92000003,d,Cervical,NA,5,NA,4,NA
2022Q1,S08000029,S92000003,d,Colorectal,NA,48,NA,47,NA
2022Q1,S08000029,S92000003,d,Head & Neck,NA,10,NA,8,NA
2022Q1,S08000029,S92000003,d,Lung,NA,70,NA,69,NA
2022Q1,S08000029,S92000003,d,Lymphoma,NA,21,NA,21,NA
2022Q1,S08000029,S92000003,d,Melanoma,NA,15,NA,15,NA
2022Q1,S08000029,S92000003,d,Ovarian,NA,5,NA,5,NA
2022Q1,S08000029,S92000003,d,Upper GI,NA,38,NA,37,NA
2022Q1,S08000029,S92000003,d,Urological,NA,115,NA,110,NA
2022Q1,S08000030,S92000003,d,Breast,NA,124,NA,120,NA
2022Q1,S08000030,S92000003,d,Cervical,NA,6,NA,5,NA
2022Q1,S08000030,S92000003,d,Colorectal,NA,70,NA,69,NA
2022Q1,S08000030,S92000003,d,Head & Neck,NA,22,NA,19,NA
2022Q1,S08000030,S92000003,d,Lung,NA,91,NA,89,NA
2022Q1,S08000030,S92000003,d,Lymphoma,NA,18,NA,18,NA
2022Q1,S08000030,S92000003,d,Melanoma,NA,24,NA,20,NA
2022Q1,S08000030,S92000003,d,Ovarian,NA,5,NA,5,NA
2022Q1,S08000030,S92000003,d,Upper GI,NA,44,NA,43,NA
2022Q1,S08000030,S92000003,d,Urological,NA,109,NA,109,NA
2022Q1,S08000031,S92000003,d,Breast,NA,405,NA,384,NA
2022Q1,S08000031,S92000003,d,Cervical,NA,5,NA,4,NA
2022Q1,S08000031,S92000003,d,Colorectal,NA,215,NA,208,NA
2022Q1,S08000031,S92000003,d,Head & Neck,NA,80,NA,78,NA
2022Q1,S08000031,S92000003,d,Lung,NA,286,NA,284,NA
2022Q1,S08000031,S92000003,d,Lymphoma,NA,34,NA,33,NA
2022Q1,S08000031,S92000003,d,Melanoma,NA,77,NA,77,NA
2022Q1,S08000031,S92000003,d,Ovarian,NA,24,NA,24,NA
2022Q1,S08000031,S92000003,d,Upper GI,NA,147,NA,147,NA
2022Q1,S08000031,S92000003,d,Urological,NA,360,NA,351,NA
2022Q1,S08000032,S92000003,d,Breast,NA,92,NA,83,NA
2022Q1,S08000032,S92000003,d,Cervical,NA,14,NA,13,NA
2022Q1,S08000032,S92000003,d,Colorectal,NA,91,NA,84,NA
2022Q1,S08000032,S92000003,d,Head & Neck,NA,12,NA,12,NA
2022Q1,S08000032,S92000003,d,Lung,NA,115,NA,114,NA
2022Q1,S08000032,S92000003,d,Lymphoma,NA,18,NA,18,NA
2022Q1,S08000032,S92000003,d,Melanoma,NA,28,NA,28,NA
2022Q1,S08000032,S92000003,d,Ovarian,NA,9,NA,9,NA
2022Q1,S08000032,S92000003,d,Upper GI,NA,64,NA,63,NA
2022Q1,S08000032,S92000003,d,Urological,NA,93,NA,89,NA
2022Q1,S08000015,S08000015,NA,All Cancer Types,d,273,NA,266,NA
2022Q1,S08000015,S08000017,NA,All Cancer Types,d,3,NA,3,NA
2022Q1,S08000015,S08000024,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000015,S08000031,NA,All Cancer Types,d,37,NA,34,NA
2022Q1,S08000015,SB0801,NA,All Cancer Types,d,3,NA,3,NA
2022Q1,S08000016,S08000016,NA,All Cancer Types,d,68,NA,68,NA
2022Q1,S08000016,S08000024,NA,All Cancer Types,d,11,NA,11,NA
2022Q1,S08000016,S08000031,NA,All Cancer Types,d,4,NA,4,NA
2022Q1,S08000017,S08000017,NA,All Cancer Types,d,155,NA,151,NA
2022Q1,S08000017,S08000024,NA,All Cancer Types,d,32,NA,32,NA
2022Q1,S08000017,S08000031,NA,All Cancer Types,d,2,NA,2,NA
2022Q1,S08000017,SB0801,NA,All Cancer Types,d,2,NA,2,NA
2022Q1,S08000019,S08000019,NA,All Cancer Types,d,306,NA,300,NA
2022Q1,S08000019,S08000024,NA,All Cancer Types,d,3,NA,3,NA
2022Q1,S08000019,S08000031,NA,All Cancer Types,d,54,NA,51,NA
2022Q1,S08000019,S08000032,NA,All Cancer Types,d,2,NA,2,NA
2022Q1,S08000019,SB0801,NA,All Cancer Types,d,5,NA,5,NA
2022Q1,S08000020,S08000020,NA,All Cancer Types,d,613,NA,570,NA
2022Q1,S08000020,S08000024,NA,All Cancer Types,d,2,NA,2,NA
2022Q1,S08000020,S08000030,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000020,S08000031,NA,All Cancer Types,d,1,NA,0,NA
2022Q1,S08000020,SB0801,NA,All Cancer Types,d,1,NA,0,NA
2022Q1,S08000022,S08000020,NA,All Cancer Types,d,9,NA,9,NA
2022Q1,S08000022,S08000022,NA,All Cancer Types,d,315,NA,292,NA
2022Q1,S08000022,S08000024,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000022,S08000030,NA,All Cancer Types,d,3,NA,1,NA
2022Q1,S08000022,S08000031,NA,All Cancer Types,d,10,NA,10,NA
2022Q1,S08000022,SB0801,NA,All Cancer Types,d,8,NA,8,NA
2022Q1,S08000024,S08000019,NA,All Cancer Types,d,5,NA,5,NA
2022Q1,S08000024,S08000024,NA,All Cancer Types,d,922,NA,892,NA
2022Q1,S08000024,S08000029,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000025,S08000020,NA,All Cancer Types,d,4,NA,3,NA
2022Q1,S08000025,S08000025,NA,All Cancer Types,d,10,NA,10,NA
2022Q1,S08000026,S08000020,NA,All Cancer Types,d,9,NA,7,NA
2022Q1,S08000026,S08000024,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000026,S08000026,NA,All Cancer Types,d,17,NA,17,NA
2022Q1,S08000028,S08000020,NA,All Cancer Types,d,2,NA,2,NA
2022Q1,S08000028,S08000022,NA,All Cancer Types,d,19,NA,19,NA
2022Q1,S08000028,S08000028,NA,All Cancer Types,d,17,NA,17,NA
2022Q1,S08000028,S08000031,NA,All Cancer Types,d,3,NA,2,NA
2022Q1,S08000028,SB0801,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000029,S08000024,NA,All Cancer Types,d,65,NA,61,NA
2022Q1,S08000029,S08000029,NA,All Cancer Types,d,309,NA,304,NA
2022Q1,S08000029,S08000030,NA,All Cancer Types,d,4,NA,2,NA
2022Q1,S08000030,S08000020,NA,All Cancer Types,d,3,NA,3,NA
2022Q1,S08000030,S08000024,NA,All Cancer Types,d,7,NA,7,NA
2022Q1,S08000030,S08000029,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000030,S08000030,NA,All Cancer Types,d,499,NA,483,NA
2022Q1,S08000030,S08000031,NA,All Cancer Types,d,3,NA,3,NA
2022Q1,S08000031,S08000015,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000031,S08000024,NA,All Cancer Types,d,1,NA,1,NA
2022Q1,S08000031,S08000031,NA,All Cancer Types,d,1545,NA,1513,NA
2022Q1,S08000031,S08000032,NA,All Cancer Types,d,45,NA,34,NA
2022Q1,S08000031,SB0801,NA,All Cancer Types,d,41,NA,41,NA
2022Q1,S08000032,S08000024,NA,All Cancer Types,d,2,NA,2,NA
2022Q1,S08000032,S08000031,NA,All Cancer Types,d,85,NA,78,NA
2022Q1,S08000032,S08000032,NA,All Cancer Types,d,432,NA,416,NA
2022Q1,S08000032,SB0801,NA,All Cancer Types,d,17,NA,17,NA
2022Q1,S08000015,S92000003,d,All Cancer Types,d,317,NA,307,NA
2022Q1,S08000016,S92000003,d,All Cancer Types,d,83,NA,83,NA
2022Q1,S08000017,S92000003,d,All Cancer Types,d,191,NA,187,NA
2022Q1,S08000019,S92000003,d,All Cancer Types,d,370,NA,361,NA
2022Q1,S08000020,S92000003,d,All Cancer Types,d,618,NA,573,NA
2022Q1,S08000022,S92000003,d,All Cancer Types,d,346,NA,321,NA
2022Q1,S08000024,S92000003,d,All Cancer Types,d,928,NA,898,NA
2022Q1,S08000025,S92000003,d,All Cancer Types,d,14,NA,13,NA
2022Q1,S08000026,S92000003,d,All Cancer Types,d,27,NA,25,NA
2022Q1,S08000028,S92000003,d,All Cancer Types,d,42,NA,41,NA
2022Q1,S08000029,S92000003,d,All Cancer Types,d,378,NA,367,NA
2022Q1,S08000030,S92000003,d,All Cancer Types,d,513,NA,497,NA
2022Q1,S08000031,S92000003,d,All Cancer Types,d,1633,NA,1590,NA
2022Q1,S08000032,S92000003,d,All Cancer Types,d,536,NA,513,NA
2022Q2,S08000015,S08000015,NA,All Cancer Types,d,346,NA,342,NA
2022Q2,S08000015,S08000015,NA,Breast,NA,100,NA,97,NA
2022Q2,S08000015,S08000015,NA,Cervical,NA,2,NA,2,NA
2022Q2,S08000015,S08000015,NA,Colorectal,NA,58,NA,58,NA
2022Q2,S08000015,S08000015,NA,Head & Neck,NA,14,NA,13,NA
2022Q2,S08000015,S08000015,NA,Lung,NA,31,NA,31,NA
2022Q2,S08000015,S08000015,NA,Lymphoma,NA,22,NA,22,NA
2022Q2,S08000015,S08000015,NA,Melanoma,NA,22,NA,22,NA
2022Q2,S08000015,S08000015,NA,Ovarian,NA,3,NA,3,NA
2022Q2,S08000015,S08000015,NA,Upper GI,NA,30,NA,30,NA
2022Q2,S08000015,S08000015,NA,Urological,NA,64,NA,64,NA
2022Q2,S08000015,S08000017,NA,All Cancer Types,d,2,NA,2,NA
2022Q2,S08000015,S08000017,NA,Breast,NA,2,NA,2,NA
2022Q2,S08000015,S08000024,NA,All Cancer Types,d,2,NA,2,NA
2022Q2,S08000015,S08000024,NA,Breast,NA,1,NA,1,NA
2022Q2,S08000015,S08000024,NA,Upper GI,NA,1,NA,1,NA
2022Q2,S08000015,S08000031,NA,All Cancer Types,d,53,NA,47,NA
2022Q2,S08000015,S08000031,NA,Breast,NA,6,NA,6,NA
2022Q2,S08000015,S08000031,NA,Cervical,NA,5,NA,5,NA
2022Q2,S08000015,S08000031,NA,Colorectal,NA,5,NA,5,NA
2022Q2,S08000015,S08000031,NA,Head & Neck,NA,8,NA,8,NA
2022Q2,S08000015,S08000031,NA,Lung,NA,3,NA,3,NA
2022Q2,S08000015,S08000031,NA,Lymphoma,NA,1,NA,1,NA
2022Q2,S08000015,S08000031,NA,Ovarian,NA,7,NA,7,NA
2022Q2,S08000015,S08000031,NA,Upper GI,NA,12,NA,11,NA
