Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
2021Q1,S92000003,d,S08000024,Ovarian,NA,6,NA,4,NA
2021Q1,S92000003,d,S08000024,Upper GI,NA,85,NA,78,NA
2021Q1,S92000003,d,S08000024,Urological,NA,133,NA,69,NA
2021Q1,S92000003,d,S08000025,Colorectal,NA,2,NA,2,NA
2021Q1,S92000003,d,S08000025,Upper GI,NA,3,NA,3,NA
2021Q1,S92000003,d,S08000025,Urological,NA,1,NA,0,NA
2021Q1,S92000003,d,S08000026,Breast,NA,2,NA,2,NA
2021Q1,S92000003,d,S08000026,Colorectal,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000026,Upper GI,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000026,Urological,NA,2,NA,2,NA
2021Q1,S92000003,d,S08000028,Lung,NA,3,NA,3,NA
2021Q1,S92000003,d,S08000028,Urological,NA,2,NA,1,NA
2021Q1,S92000003,d,S08000029,Breast,NA,49,NA,40,NA
2021Q1,S92000003,d,S08000029,Cervical,NA,1,NA,0,NA
2021Q1,S92000003,d,S08000029,Colorectal,NA,37,NA,36,NA
2021Q1,S92000003,d,S08000029,Head & Neck,NA,4,NA,4,NA
2021Q1,S92000003,d,S08000029,Lung,NA,23,NA,21,NA
2021Q1,S92000003,d,S08000029,Lymphoma,NA,4,NA,3,NA
2021Q1,S92000003,d,S08000029,Melanoma,NA,9,NA,7,NA
2021Q1,S92000003,d,S08000029,Ovarian,NA,2,NA,2,NA
2021Q1,S92000003,d,S08000029,Upper GI,NA,8,NA,6,NA
2021Q1,S92000003,d,S08000029,Urological,NA,27,NA,24,NA
2021Q1,S92000003,d,S08000030,Breast,NA,55,NA,54,NA
2021Q1,S92000003,d,S08000030,Cervical,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000030,Colorectal,NA,24,NA,23,NA
2021Q1,S92000003,d,S08000030,Head & Neck,NA,2,NA,1,NA
2021Q1,S92000003,d,S08000030,Lung,NA,56,NA,53,NA
2021Q1,S92000003,d,S08000030,Melanoma,NA,5,NA,4,NA
2021Q1,S92000003,d,S08000030,Ovarian,NA,1,NA,1,NA
2021Q1,S92000003,d,S08000030,Upper GI,NA,24,NA,23,NA
2021Q1,S92000003,d,S08000030,Urological,NA,25,NA,21,NA
2021Q1,S92000003,d,S08000031,Breast,NA,254,NA,250,NA
2021Q1,S92000003,d,S08000031,Cervical,NA,21,NA,16,NA
2021Q1,S92000003,d,S08000031,Colorectal,NA,142,NA,104,NA
2021Q1,S92000003,d,S08000031,Head & Neck,NA,62,NA,52,NA
2021Q1,S92000003,d,S08000031,Lung,NA,173,NA,154,NA
2021Q1,S92000003,d,S08000031,Lymphoma,NA,26,NA,23,NA
2021Q1,S92000003,d,S08000031,Melanoma,NA,46,NA,46,NA
2021Q1,S92000003,d,S08000031,Ovarian,NA,28,NA,23,NA
2021Q1,S92000003,d,S08000031,Upper GI,NA,119,NA,83,NA
2021Q1,S92000003,d,S08000031,Urological,NA,202,NA,115,NA
2021Q1,S92000003,d,S08000032,Breast,NA,103,NA,98,NA
2021Q1,S92000003,d,S08000032,Cervical,NA,2,NA,2,NA
2021Q1,S92000003,d,S08000032,Colorectal,NA,54,NA,49,NA
2021Q1,S92000003,d,S08000032,Head & Neck,NA,16,NA,15,NA
2021Q1,S92000003,d,S08000032,Lung,NA,33,NA,33,NA
2021Q1,S92000003,d,S08000032,Lymphoma,NA,12,NA,12,NA
2021Q1,S92000003,d,S08000032,Melanoma,NA,28,NA,28,NA
2021Q1,S92000003,d,S08000032,Ovarian,NA,4,NA,4,NA
2021Q1,S92000003,d,S08000032,Upper GI,NA,38,NA,34,NA
2021Q1,S92000003,d,S08000032,Urological,NA,40,NA,31,NA
2021Q1,S92000003,d,SB0801,Breast,NA,1,NA,1,NA
2021Q1,S92000003,d,SB0801,Colorectal,NA,3,NA,2,NA
2021Q1,S92000003,d,SB0801,Head & Neck,NA,1,NA,1,NA
2021Q1,S92000003,d,SB0801,Lung,NA,38,NA,26,NA
2021Q1,S08000015,NA,S08000015,All Cancer Types,d,224,NA,178,NA
2021Q1,S08000015,NA,S08000017,All Cancer Types,d,3,NA,2,NA
2021Q1,S08000015,NA,S08000031,All Cancer Types,d,42,NA,32,NA
2021Q1,S08000015,NA,SB0801,All Cancer Types,d,4,NA,4,NA
2021Q1,S08000016,NA,S08000016,All Cancer Types,d,60,NA,59,NA
2021Q1,S08000016,NA,S08000024,All Cancer Types,d,15,NA,13,NA
2021Q1,S08000017,NA,S08000017,All Cancer Types,d,104,NA,92,NA
2021Q1,S08000017,NA,S08000024,All Cancer Types,d,10,NA,8,NA
2021Q1,S08000019,NA,S08000019,All Cancer Types,d,206,NA,183,NA
2021Q1,S08000019,NA,S08000024,All Cancer Types,d,1,NA,0,NA
2021Q1,S08000019,NA,S08000031,All Cancer Types,d,37,NA,16,NA
2021Q1,S08000019,NA,SB0801,All Cancer Types,d,9,NA,7,NA
2021Q1,S08000020,NA,S08000020,All Cancer Types,d,316,NA,240,NA
2021Q1,S08000020,NA,S08000022,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000020,NA,S08000024,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000020,NA,S08000025,All Cancer Types,d,1,NA,0,NA
2021Q1,S08000022,NA,S08000020,All Cancer Types,d,5,NA,2,NA
2021Q1,S08000022,NA,S08000022,All Cancer Types,d,218,NA,157,NA
2021Q1,S08000022,NA,S08000024,All Cancer Types,d,4,NA,2,NA
2021Q1,S08000022,NA,S08000030,All Cancer Types,d,1,NA,0,NA
2021Q1,S08000022,NA,S08000031,All Cancer Types,d,2,NA,2,NA
2021Q1,S08000022,NA,SB0801,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000024,NA,S08000024,All Cancer Types,d,543,NA,460,NA
2021Q1,S08000024,NA,S08000029,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000024,NA,S08000031,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000025,NA,S08000020,All Cancer Types,d,6,NA,4,NA
2021Q1,S08000025,NA,S08000025,All Cancer Types,d,5,NA,5,NA
2021Q1,S08000026,NA,S08000020,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000026,NA,S08000026,All Cancer Types,d,6,NA,6,NA
2021Q1,S08000028,NA,S08000022,All Cancer Types,d,7,NA,6,NA
2021Q1,S08000028,NA,S08000028,All Cancer Types,d,5,NA,4,NA
2021Q1,S08000028,NA,S08000031,All Cancer Types,d,1,NA,0,NA
2021Q1,S08000029,NA,S08000024,All Cancer Types,d,37,NA,21,NA
2021Q1,S08000029,NA,S08000029,All Cancer Types,d,163,NA,142,NA
2021Q1,S08000029,NA,S08000030,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000030,NA,S08000020,All Cancer Types,d,2,NA,2,NA
2021Q1,S08000030,NA,S08000024,All Cancer Types,d,2,NA,2,NA
2021Q1,S08000030,NA,S08000030,All Cancer Types,d,191,NA,180,NA
2021Q1,S08000030,NA,SB0801,All Cancer Types,d,2,NA,2,NA
2021Q1,S08000031,NA,S08000015,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000031,NA,S08000019,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000031,NA,S08000031,All Cancer Types,d,935,NA,771,NA
2021Q1,S08000031,NA,S08000032,All Cancer Types,d,54,NA,50,NA
2021Q1,S08000031,NA,SB0801,All Cancer Types,d,20,NA,9,NA
2021Q1,S08000032,NA,S08000024,All Cancer Types,d,1,NA,1,NA
2021Q1,S08000032,NA,S08000031,All Cancer Types,d,55,NA,44,NA
2021Q1,S08000032,NA,S08000032,All Cancer Types,d,276,NA,256,NA
2021Q1,S08000032,NA,SB0801,All Cancer Types,d,7,NA,7,NA
2021Q1,S92000003,d,S08000015,All Cancer Types,d,225,NA,179,NA
2021Q1,S92000003,d,S08000016,All Cancer Types,d,60,NA,59,NA
2021Q1,S92000003,d,S08000017,All Cancer Types,d,107,NA,94,NA
2021Q1,S92000003,d,S08000019,All Cancer Types,d,207,NA,184,NA
2021Q1,S92000003,d,S08000020,All Cancer Types,d,330,NA,249,NA
2021Q1,S92000003,d,S08000022,All Cancer Types,d,226,NA,164,NA
2021Q1,S92000003,d,S08000024,All Cancer Types,d,614,NA,508,NA
2021Q1,S92000003,d,S08000025,All Cancer Types,d,6,NA,5,NA
2021Q1,S92000003,d,S08000026,All Cancer Types,d,6,NA,6,NA
2021Q1,S92000003,d,S08000028,All Cancer Types,d,5,NA,4,NA
2021Q1,S92000003,d,S08000029,All Cancer Types,d,164,NA,143,NA
2021Q1,S92000003,d,S08000030,All Cancer Types,d,193,NA,181,NA
2021Q1,S92000003,d,S08000031,All Cancer Types,d,1073,NA,866,NA
2021Q1,S92000003,d,S08000032,All Cancer Types,d,330,NA,306,NA
2021Q1,S92000003,d,SB0801,All Cancer Types,d,43,NA,30,NA
2021Q2,S08000015,NA,S08000015,Breast,NA,88,NA,60,NA
2021Q2,S08000015,NA,S08000015,Colorectal,NA,43,NA,39,NA
2021Q2,S08000015,NA,S08000015,Head & Neck,NA,5,NA,5,NA
2021Q2,S08000015,NA,S08000015,Lung,NA,35,NA,35,NA
2021Q2,S08000015,NA,S08000015,Lymphoma,NA,8,NA,8,NA
2021Q2,S08000015,NA,S08000015,Melanoma,NA,10,NA,10,NA
2021Q2,S08000015,NA,S08000015,Upper GI,NA,38,NA,38,NA
2021Q2,S08000015,NA,S08000015,Urological,NA,48,NA,48,NA
2021Q2,S08000015,NA,S08000017,Breast,NA,4,NA,4,NA
2021Q2,S08000015,NA,S08000031,Breast,NA,1,NA,1,NA
2021Q2,S08000015,NA,S08000031,Cervical,NA,5,NA,3,NA
2021Q2,S08000015,NA,S08000031,Colorectal,NA,4,NA,4,NA
2021Q2,S08000015,NA,S08000031,Head & Neck,NA,4,NA,4,NA
2021Q2,S08000015,NA,S08000031,Lung,NA,13,NA,13,NA
2021Q2,S08000015,NA,S08000031,Ovarian,NA,2,NA,2,NA
2021Q2,S08000015,NA,S08000031,Upper GI,NA,8,NA,6,NA
2021Q2,S08000015,NA,S08000031,Urological,NA,2,NA,1,NA
2021Q2,S08000015,NA,SB0801,Lung,NA,5,NA,5,NA
2021Q2,S08000016,NA,S08000016,Breast,NA,10,NA,10,NA
2021Q2,S08000016,NA,S08000016,Colorectal,NA,17,NA,14,NA
2021Q2,S08000016,NA,S08000016,Head & Neck,NA,2,NA,2,NA
2021Q2,S08000016,NA,S08000016,Lung,NA,12,NA,12,NA
2021Q2,S08000016,NA,S08000016,Lymphoma,NA,2,NA,2,NA
2021Q2,S08000016,NA,S08000016,Melanoma,NA,9,NA,9,NA
2021Q2,S08000016,NA,S08000016,Ovarian,NA,3,NA,3,NA
2021Q2,S08000016,NA,S08000016,Upper GI,NA,7,NA,7,NA
2021Q2,S08000016,NA,S08000016,Urological,NA,9,NA,8,NA
2021Q2,S08000016,NA,S08000024,Breast,NA,1,NA,1,NA
2021Q2,S08000016,NA,S08000024,Head & Neck,NA,2,NA,2,NA
2021Q2,S08000016,NA,S08000024,Lung,NA,2,NA,2,NA
2021Q2,S08000016,NA,S08000024,Upper GI,NA,2,NA,2,NA
2021Q2,S08000016,NA,S08000024,Urological,NA,4,NA,1,NA
2021Q2,S08000017,NA,S08000017,Breast,NA,22,NA,22,NA
2021Q2,S08000017,NA,S08000017,Colorectal,NA,17,NA,16,NA
2021Q2,S08000017,NA,S08000017,Head & Neck,NA,1,NA,1,NA
2021Q2,S08000017,NA,S08000017,Lung,NA,17,NA,17,NA
2021Q2,S08000017,NA,S08000017,Lymphoma,NA,2,NA,1,NA
2021Q2,S08000017,NA,S08000017,Melanoma,NA,6,NA,6,NA
2021Q2,S08000017,NA,S08000017,Upper GI,NA,12,NA,12,NA
2021Q2,S08000017,NA,S08000017,Urological,NA,10,NA,7,NA
2021Q2,S08000017,NA,S08000024,Colorectal,NA,2,NA,2,NA
2021Q2,S08000017,NA,S08000024,Head & Neck,NA,6,NA,5,NA
2021Q2,S08000017,NA,S08000024,Lung,NA,2,NA,2,NA
2021Q2,S08000017,NA,S08000024,Upper GI,NA,3,NA,3,NA
2021Q2,S08000017,NA,S08000024,Urological,NA,2,NA,1,NA
2021Q2,S08000017,NA,S08000031,Head & Neck,NA,2,NA,2,NA
2021Q2,S08000017,NA,SB0801,Lung,NA,2,NA,2,NA
2021Q2,S08000019,NA,S08000019,Breast,NA,47,NA,47,NA
2021Q2,S08000019,NA,S08000019,Cervical,NA,2,NA,2,NA
2021Q2,S08000019,NA,S08000019,Colorectal,NA,32,NA,24,NA
2021Q2,S08000019,NA,S08000019,Head & Neck,NA,4,NA,4,NA
2021Q2,S08000019,NA,S08000019,Lung,NA,28,NA,27,NA
2021Q2,S08000019,NA,S08000019,Lymphoma,NA,14,NA,14,NA
2021Q2,S08000019,NA,S08000019,Melanoma,NA,11,NA,11,NA
2021Q2,S08000019,NA,S08000019,Ovarian,NA,5,NA,5,NA
2021Q2,S08000019,NA,S08000019,Upper GI,NA,23,NA,23,NA
2021Q2,S08000019,NA,S08000019,Urological,NA,42,NA,35,NA
2021Q2,S08000019,NA,S08000024,Upper GI,NA,1,NA,1,NA
2021Q2,S08000019,NA,S08000031,Cervical,NA,1,NA,1,NA
2021Q2,S08000019,NA,S08000031,Colorectal,NA,3,NA,0,NA
2021Q2,S08000019,NA,S08000031,Head & Neck,NA,7,NA,6,NA
2021Q2,S08000019,NA,S08000031,Lung,NA,4,NA,3,NA
2021Q2,S08000019,NA,S08000031,Ovarian,NA,1,NA,1,NA
2021Q2,S08000019,NA,S08000031,Upper GI,NA,7,NA,2,NA
2021Q2,S08000019,NA,S08000031,Urological,NA,11,NA,4,NA
2021Q2,S08000019,NA,SB0801,Head & Neck,NA,2,NA,2,NA
2021Q2,S08000019,NA,SB0801,Lung,NA,4,NA,2,NA
2021Q2,S08000020,NA,S08000020,Breast,NA,92,NA,82,NA
2021Q2,S08000020,NA,S08000020,Cervical,NA,3,NA,2,NA
2021Q2,S08000020,NA,S08000020,Colorectal,NA,65,NA,43,NA
2021Q2,S08000020,NA,S08000020,Head & Neck,NA,6,NA,5,NA
2021Q2,S08000020,NA,S08000020,Lung,NA,58,NA,50,NA
2021Q2,S08000020,NA,S08000020,Lymphoma,NA,10,NA,4,NA
2021Q2,S08000020,NA,S08000020,Melanoma,NA,8,NA,8,NA
2021Q2,S08000020,NA,S08000020,Ovarian,NA,5,NA,5,NA
2021Q2,S08000020,NA,S08000020,Upper GI,NA,46,NA,46,NA
2021Q2,S08000020,NA,S08000020,Urological,NA,78,NA,57,NA
2021Q2,S08000022,NA,S08000020,Ovarian,NA,1,NA,1,NA
2021Q2,S08000022,NA,S08000020,Urological,NA,4,NA,0,NA
2021Q2,S08000022,NA,S08000022,Breast,NA,56,NA,54,NA
2021Q2,S08000022,NA,S08000022,Cervical,NA,2,NA,1,NA
2021Q2,S08000022,NA,S08000022,Colorectal,NA,47,NA,27,NA
2021Q2,S08000022,NA,S08000022,Head & Neck,NA,5,NA,5,NA
2021Q2,S08000022,NA,S08000022,Lung,NA,22,NA,21,NA
2021Q2,S08000022,NA,S08000022,Lymphoma,NA,6,NA,5,NA
2021Q2,S08000022,NA,S08000022,Melanoma,NA,10,NA,8,NA
2021Q2,S08000022,NA,S08000022,Ovarian,NA,5,NA,4,NA
2021Q2,S08000022,NA,S08000022,Upper GI,NA,32,NA,19,NA
2021Q2,S08000022,NA,S08000022,Urological,NA,74,NA,29,NA
2021Q2,S08000022,NA,S08000024,Melanoma,NA,2,NA,1,NA
2021Q2,S08000022,NA,S08000024,Upper GI,NA,2,NA,0,NA
2021Q2,S08000022,NA,S08000024,Urological,NA,3,NA,0,NA
2021Q2,S08000022,NA,SB0801,Lung,NA,2,NA,2,NA
2021Q2,S08000024,NA,S08000016,Breast,NA,5,NA,5,NA
2021Q2,S08000024,NA,S08000024,Breast,NA,196,NA,192,NA
2021Q2,S08000024,NA,S08000024,Cervical,NA,8,NA,5,NA
2021Q2,S08000024,NA,S08000024,Colorectal,NA,92,NA,81,NA
2021Q2,S08000024,NA,S08000024,Head & Neck,NA,41,NA,39,NA
2021Q2,S08000024,NA,S08000024,Lung,NA,48,NA,48,NA
2021Q2,S08000024,NA,S08000024,Lymphoma,NA,10,NA,8,NA
2021Q2,S08000024,NA,S08000024,Melanoma,NA,42,NA,40,NA
2021Q2,S08000024,NA,S08000024,Ovarian,NA,9,NA,9,NA
2021Q2,S08000024,NA,S08000024,Upper GI,NA,75,NA,72,NA
2021Q2,S08000024,NA,S08000024,Urological,NA,103,NA,58,NA
2021Q2,S08000024,NA,S08000029,Breast,NA,2,NA,2,NA
2021Q2,S08000025,NA,S08000020,Upper GI,NA,1,NA,1,NA
2021Q2,S08000025,NA,S08000020,Urological,NA,3,NA,2,NA
2021Q2,S08000025,NA,S08000025,Colorectal,NA,2,NA,2,NA
2021Q2,S08000025,NA,S08000025,Melanoma,NA,2,NA,2,NA
2021Q2,S08000025,NA,S08000025,Upper GI,NA,2,NA,2,NA
2021Q2,S08000025,NA,S08000025,Urological,NA,2,NA,2,NA
2021Q2,S08000026,NA,S08000020,Cervical,NA,1,NA,0,NA
2021Q2,S08000026,NA,S08000020,Head & Neck,NA,1,NA,1,NA
2021Q2,S08000026,NA,S08000020,Lymphoma,NA,1,NA,0,NA
2021Q2,S08000026,NA,S08000020,Upper GI,NA,2,NA,2,NA
2021Q2,S08000026,NA,S08000024,Urological,NA,1,NA,0,NA
2021Q2,S08000026,NA,S08000026,Breast,NA,4,NA,4,NA
2021Q2,S08000026,NA,S08000026,Colorectal,NA,1,NA,1,NA
2021Q2,S08000026,NA,S08000026,Upper GI,NA,1,NA,1,NA
2021Q2,S08000026,NA,S08000026,Urological,NA,3,NA,2,NA
2021Q2,S08000028,NA,S08000022,Colorectal,NA,3,NA,3,NA
2021Q2,S08000028,NA,S08000022,Lung,NA,2,NA,2,NA
2021Q2,S08000028,NA,S08000022,Lymphoma,NA,3,NA,3,NA
2021Q2,S08000028,NA,S08000022,Upper GI,NA,1,NA,1,NA
2021Q2,S08000028,NA,S08000022,Urological,NA,3,NA,0,NA
2021Q2,S08000028,NA,S08000028,Breast,NA,1,NA,1,NA
2021Q2,S08000028,NA,S08000028,Colorectal,NA,2,NA,2,NA
2021Q2,S08000028,NA,S08000028,Lung,NA,2,NA,2,NA
2021Q2,S08000028,NA,S08000028,Upper GI,NA,4,NA,3,NA
2021Q2,S08000028,NA,S08000028,Urological,NA,1,NA,0,NA
2021Q2,S08000028,NA,S08000031,Head & Neck,NA,1,NA,1,NA
2021Q2,S08000028,NA,S08000031,Upper GI,NA,1,NA,1,NA
2021Q2,S08000029,NA,S08000015,Breast,NA,1,NA,1,NA
2021Q2,S08000029,NA,S08000024,Cervical,NA,1,NA,0,NA
2021Q2,S08000029,NA,S08000024,Colorectal,NA,4,NA,2,NA
2021Q2,S08000029,NA,S08000024,Head & Neck,NA,6,NA,3,NA
2021Q2,S08000029,NA,S08000024,Lung,NA,14,NA,12,NA
2021Q2,S08000029,NA,S08000024,Lymphoma,NA,1,NA,0,NA
2021Q2,S08000029,NA,S08000024,Upper GI,NA,3,NA,2,NA
2021Q2,S08000029,NA,S08000024,Urological,NA,7,NA,1,NA
2021Q2,S08000029,NA,S08000029,Breast,NA,37,NA,30,NA
2021Q2,S08000029,NA,S08000029,Colorectal,NA,32,NA,30,NA
2021Q2,S08000029,NA,S08000029,Head & Neck,NA,2,NA,2,NA
2021Q2,S08000029,NA,S08000029,Lung,NA,27,NA,27,NA
2021Q2,S08000029,NA,S08000029,Lymphoma,NA,3,NA,2,NA
2021Q2,S08000029,NA,S08000029,Melanoma,NA,9,NA,8,NA
2021Q2,S08000029,NA,S08000029,Ovarian,NA,1,NA,1,NA
2021Q2,S08000029,NA,S08000029,Upper GI,NA,14,NA,12,NA
2021Q2,S08000029,NA,S08000029,Urological,NA,42,NA,30,NA
2021Q2,S08000029,NA,S08000030,Head & Neck,NA,4,NA,4,NA
2021Q2,S08000030,NA,S08000020,Lung,NA,1,NA,1,NA
2021Q2,S08000030,NA,S08000020,Ovarian,NA,1,NA,1,NA
2021Q2,S08000030,NA,S08000024,Lung,NA,4,NA,3,NA
2021Q2,S08000030,NA,S08000024,Urological,NA,2,NA,1,NA
2021Q2,S08000030,NA,S08000030,Breast,NA,57,NA,52,NA
2021Q2,S08000030,NA,S08000030,Cervical,NA,10,NA,9,NA
2021Q2,S08000030,NA,S08000030,Colorectal,NA,47,NA,45,NA
2021Q2,S08000030,NA,S08000030,Head & Neck,NA,6,NA,5,NA
2021Q2,S08000030,NA,S08000030,Lung,NA,41,NA,40,NA
2021Q2,S08000030,NA,S08000030,Melanoma,NA,7,NA,7,NA
2021Q2,S08000030,NA,S08000030,Ovarian,NA,1,NA,1,NA
2021Q2,S08000030,NA,S08000030,Upper GI,NA,27,NA,25,NA
2021Q2,S08000030,NA,S08000030,Urological,NA,31,NA,22,NA
2021Q2,S08000031,NA,S08000019,Breast,NA,1,NA,1,NA
2021Q2,S08000031,NA,S08000024,Upper GI,NA,1,NA,0,NA
2021Q2,S08000031,NA,S08000031,Breast,NA,250,NA,241,NA
2021Q2,S08000031,NA,S08000031,Cervical,NA,10,NA,10,NA
2021Q2,S08000031,NA,S08000031,Colorectal,NA,126,NA,87,NA
2021Q2,S08000031,NA,S08000031,Head & Neck,NA,62,NA,48,NA
2021Q2,S08000031,NA,S08000031,Lung,NA,138,NA,123,NA
2021Q2,S08000031,NA,S08000031,Lymphoma,NA,20,NA,19,NA
2021Q2,S08000031,NA,S08000031,Melanoma,NA,50,NA,50,NA
2021Q2,S08000031,NA,S08000031,Ovarian,NA,10,NA,10,NA
2021Q2,S08000031,NA,S08000031,Upper GI,NA,91,NA,71,NA
2021Q2,S08000031,NA,S08000031,Urological,NA,212,NA,127,NA
2021Q2,S08000031,NA,S08000032,Breast,NA,43,NA,39,NA
2021Q2,S08000031,NA,SB0801,Lung,NA,22,NA,17,NA
2021Q2,S08000032,NA,S08000024,Upper GI,NA,1,NA,1,NA
2021Q2,S08000032,NA,S08000031,Breast,NA,2,NA,2,NA
2021Q2,S08000032,NA,S08000031,Cervical,NA,14,NA,11,NA
2021Q2,S08000032,NA,S08000031,Colorectal,NA,4,NA,2,NA
2021Q2,S08000032,NA,S08000031,Head & Neck,NA,3,NA,3,NA
2021Q2,S08000032,NA,S08000031,Lung,NA,10,NA,10,NA
2021Q2,S08000032,NA,S08000031,Lymphoma,NA,1,NA,1,NA
2021Q2,S08000032,NA,S08000031,Ovarian,NA,2,NA,2,NA
2021Q2,S08000032,NA,S08000031,Upper GI,NA,15,NA,11,NA
2021Q2,S08000032,NA,S08000031,Urological,NA,10,NA,2,NA
2021Q2,S08000032,NA,S08000032,Breast,NA,69,NA,69,NA
2021Q2,S08000032,NA,S08000032,Cervical,NA,1,NA,1,NA
2021Q2,S08000032,NA,S08000032,Colorectal,NA,63,NA,53,NA
2021Q2,S08000032,NA,S08000032,Head & Neck,NA,14,NA,14,NA
2021Q2,S08000032,NA,S08000032,Lung,NA,50,NA,50,NA
2021Q2,S08000032,NA,S08000032,Lymphoma,NA,13,NA,13,NA
2021Q2,S08000032,NA,S08000032,Melanoma,NA,19,NA,19,NA
2021Q2,S08000032,NA,S08000032,Ovarian,NA,2,NA,2,NA
2021Q2,S08000032,NA,S08000032,Upper GI,NA,46,NA,40,NA
2021Q2,S08000032,NA,S08000032,Urological,NA,44,NA,38,NA
2021Q2,S08000032,NA,SB0801,Lung,NA,5,NA,5,NA
2021Q2,S92000003,d,S08000015,Breast,NA,89,NA,61,NA
2021Q2,S92000003,d,S08000015,Colorectal,NA,43,NA,39,NA
2021Q2,S92000003,d,S08000015,Head & Neck,NA,5,NA,5,NA
2021Q2,S92000003,d,S08000015,Lung,NA,35,NA,35,NA
2021Q2,S92000003,d,S08000015,Lymphoma,NA,8,NA,8,NA
2021Q2,S92000003,d,S08000015,Melanoma,NA,10,NA,10,NA
2021Q2,S92000003,d,S08000015,Upper GI,NA,38,NA,38,NA
2021Q2,S92000003,d,S08000015,Urological,NA,48,NA,48,NA
2021Q2,S92000003,d,S08000016,Breast,NA,15,NA,15,NA
2021Q2,S92000003,d,S08000016,Colorectal,NA,17,NA,14,NA
2021Q2,S92000003,d,S08000016,Head & Neck,NA,2,NA,2,NA
2021Q2,S92000003,d,S08000016,Lung,NA,12,NA,12,NA
2021Q2,S92000003,d,S08000016,Lymphoma,NA,2,NA,2,NA
2021Q2,S92000003,d,S08000016,Melanoma,NA,9,NA,9,NA
2021Q2,S92000003,d,S08000016,Ovarian,NA,3,NA,3,NA
2021Q2,S92000003,d,S08000016,Upper GI,NA,7,NA,7,NA
2021Q2,S92000003,d,S08000016,Urological,NA,9,NA,8,NA
2021Q2,S92000003,d,S08000017,Breast,NA,26,NA,26,NA
2021Q2,S92000003,d,S08000017,Colorectal,NA,17,NA,16,NA
2021Q2,S92000003,d,S08000017,Head & Neck,NA,1,NA,1,NA
2021Q2,S92000003,d,S08000017,Lung,NA,17,NA,17,NA
2021Q2,S92000003,d,S08000017,Lymphoma,NA,2,NA,1,NA
2021Q2,S92000003,d,S08000017,Melanoma,NA,6,NA,6,NA
2021Q2,S92000003,d,S08000017,Upper GI,NA,12,NA,12,NA
2021Q2,S92000003,d,S08000017,Urological,NA,10,NA,7,NA
2021Q2,S92000003,d,S08000019,Breast,NA,48,NA,48,NA
2021Q2,S92000003,d,S08000019,Cervical,NA,2,NA,2,NA
2021Q2,S92000003,d,S08000019,Colorectal,NA,32,NA,24,NA
2021Q2,S92000003,d,S08000019,Head & Neck,NA,4,NA,4,NA
2021Q2,S92000003,d,S08000019,Lung,NA,28,NA,27,NA
2021Q2,S92000003,d,S08000019,Lymphoma,NA,14,NA,14,NA
2021Q2,S92000003,d,S08000019,Melanoma,NA,11,NA,11,NA
2021Q2,S92000003,d,S08000019,Ovarian,NA,5,NA,5,NA
2021Q2,S92000003,d,S08000019,Upper GI,NA,23,NA,23,NA
2021Q2,S92000003,d,S08000019,Urological,NA,42,NA,35,NA
2021Q2,S92000003,d,S08000020,Breast,NA,92,NA,82,NA
2021Q2,S92000003,d,S08000020,Cervical,NA,4,NA,2,NA
2021Q2,S92000003,d,S08000020,Colorectal,NA,65,NA,43,NA
2021Q2,S92000003,d,S08000020,Head & Neck,NA,7,NA,6,NA
2021Q2,S92000003,d,S08000020,Lung,NA,59,NA,51,NA
2021Q2,S92000003,d,S08000020,Lymphoma,NA,11,NA,4,NA
2021Q2,S92000003,d,S08000020,Melanoma,NA,8,NA,8,NA
2021Q2,S92000003,d,S08000020,Ovarian,NA,7,NA,7,NA
2021Q2,S92000003,d,S08000020,Upper GI,NA,49,NA,49,NA
2021Q2,S92000003,d,S08000020,Urological,NA,85,NA,59,NA
2021Q2,S92000003,d,S08000022,Breast,NA,56,NA,54,NA
2021Q2,S92000003,d,S08000022,Cervical,NA,2,NA,1,NA
2021Q2,S92000003,d,S08000022,Colorectal,NA,50,NA,30,NA
2021Q2,S92000003,d,S08000022,Head & Neck,NA,5,NA,5,NA
2021Q2,S92000003,d,S08000022,Lung,NA,24,NA,23,NA
2021Q2,S92000003,d,S08000022,Lymphoma,NA,9,NA,8,NA
2021Q2,S92000003,d,S08000022,Melanoma,NA,10,NA,8,NA
2021Q2,S92000003,d,S08000022,Ovarian,NA,5,NA,4,NA
2021Q2,S92000003,d,S08000022,Upper GI,NA,33,NA,20,NA
2021Q2,S92000003,d,S08000022,Urological,NA,77,NA,29,NA
